u,v,weight,transport_type,risk
14,30,75,road,2
20,51,3,air,4
20,40,1,road,5
33,60,14,road,3
39,66,84,road,5
61,58,30,road,2
44,50,135,road,2
38,16,106,air,2
39,56,75,air,4
14,30,81,rail,3
42,6,15,air,2
38,1,90,rail,4
15,32,119,air,3
55,12,20,air,1
14,53,6,air,4
51,69,112,rail,3
59,30,33,rail,4
7,57,72,rail,2
53,28,13,rail,5
50,68,67,road,4
10,66,43,air,3
50,10,146,air,5
17,59,18,air,4
63,58,35,air,2
16,28,29,rail,1
13,64,39,road,2
24,10,29,air,2
1,2,119,road,5
26,61,18,road,3
64,22,59,air,5
60,34,10,road,3
25,5,62,air,3
55,52,112,air,3
6,28,75,rail,3
50,47,17,rail,1
60,13,95,rail,1
20,1,132,air,3
68,69,90,road,1
54,60,54,road,3
6,30,21,rail,2
43,65,68,air,1
4,33,16,rail,1
34,45,119,rail,5
70,56,65,road,5
9,39,133,air,2
52,49,104,road,1
48,32,13,air,1
50,14,110,air,5
24,9,82,rail,4
1,48,106,rail,2
46,55,147,road,4
26,20,85,rail,5
42,32,85,rail,1
32,66,20,rail,5
70,48,110,rail,3
54,23,129,air,4
67,25,87,road,1
66,43,35,rail,4
21,33,150,rail,4
10,26,67,road,2
25,6,105,road,2
44,35,58,road,2
21,46,10,rail,4
34,54,60,rail,5
42,12,46,air,4
61,51,81,road,3
21,54,4,road,4
18,21,56,rail,5
6,59,92,road,1
39,27,79,road,1
6,49,82,air,5
69,56,121,road,4
29,35,84,road,1
62,64,117,road,4
63,62,53,air,5
29,6,3,road,3
6,55,38,rail,4
49,3,77,road,1
56,42,101,air,5
25,65,82,air,3
67,64,10,road,2
49,2,96,air,5
25,70,66,air,5
38,12,1,air,5
51,18,66,road,1
44,66,4,air,1
12,44,142,road,1
36,42,144,air,1
68,16,73,road,3
63,11,66,air,2
21,52,101,air,3
20,67,19,rail,5
4,49,67,road,5
17,60,60,rail,1
20,48,104,rail,5
46,12,87,road,3
22,47,63,road,3
27,60,92,air,1
19,60,25,road,3
60,41,118,air,5
15,32,112,road,5
17,39,108,rail,3
53,45,149,air,5
21,11,88,rail,2
65,32,75,road,4
39,68,43,air,1
63,17,132,road,4
69,27,17,air,3
48,69,35,air,3
35,42,14,air,4
38,36,110,rail,3
5,14,85,air,4
53,51,144,rail,2
25,11,126,air,3
8,35,117,road,4
29,28,115,rail,4
4,41,149,air,5
26,67,97,air,2
56,48,29,road,3
36,54,2,rail,3
53,52,7,rail,3
49,35,68,air,4
31,28,28,air,5
10,42,99,road,1
63,48,67,rail,5
4,14,36,road,5
13,28,142,air,4
42,46,2,rail,3
37,20,16,road,2
31,52,84,rail,1
63,32,33,air,2
39,42,63,road,1
28,6,88,rail,3
43,2,137,air,4
44,24,40,rail,2
66,52,80,road,2
27,15,93,rail,1
64,52,58,rail,3
45,65,31,air,1
35,55,96,air,5
4,10,19,rail,1
21,7,103,rail,5
42,21,43,rail,5
39,0,73,air,3
19,22,83,air,4
25,55,147,air,5
12,46,46,road,1
63,27,144,rail,4
28,16,149,air,1
54,20,35,air,2
19,7,135,air,4
38,52,40,rail,2
54,21,56,road,1
1,44,66,air,1
57,40,104,road,4
68,37,71,rail,5
46,16,35,air,4
52,49,65,rail,4
66,49,130,rail,2
36,49,118,road,2
16,25,69,air,2
60,4,23,road,5
2,22,125,rail,4
8,57,136,road,2
52,12,76,road,2
65,56,72,rail,3
49,68,142,air,3
9,46,3,rail,4
43,27,25,road,1
46,44,150,air,3
14,47,44,air,2
5,33,140,rail,1
68,17,23,road,3
28,13,1,road,5
14,59,149,rail,2
52,5,47,road,5
35,38,8,air,1
26,58,8,road,3
51,21,47,rail,1
27,8,9,air,3
69,38,28,air,5
65,17,121,road,2
20,7,49,rail,1
22,39,50,road,5
63,3,97,air,1
61,15,104,rail,1
53,22,19,air,1
55,9,131,road,1
13,22,99,road,3
62,70,15,road,3
52,1,36,road,4
31,61,136,rail,2
29,20,17,rail,5
49,66,134,road,3
55,12,126,air,4
35,11,120,rail,3
29,37,111,rail,5
31,26,82,air,2
9,51,59,road,1
5,65,130,air,4
29,10,10,road,1
2,52,146,road,2
45,5,78,road,3
60,56,17,road,3
33,34,150,air,5
58,5,47,air,5
64,48,33,air,5
66,61,133,road,5
46,4,141,road,3
66,35,66,road,3
9,51,98,air,1
2,62,112,air,2
1,5,150,rail,4
43,40,128,road,2
37,32,14,air,2
21,58,4,air,1
63,37,19,rail,3
37,70,148,road,4
28,9,23,rail,3
37,23,112,air,4
12,42,84,road,4
49,32,3,air,3
57,67,58,air,2
67,33,26,road,5
40,70,59,air,2
55,15,7,air,4
66,22,9,rail,1
46,22,133,rail,2
35,4,44,air,3
1,47,89,road,3
16,69,70,rail,5
13,69,67,road,4
3,6,76,rail,2
11,16,30,road,1
58,49,134,air,3
33,68,31,road,4
56,48,78,rail,5
17,3,53,air,4
4,36,110,air,4
35,24,119,road,1
38,22,74,road,5
49,22,65,rail,1
69,2,84,rail,4
62,38,99,air,2
67,40,87,air,5
66,0,85,rail,4
8,67,143,air,1
28,29,76,rail,4
24,14,21,rail,5
41,26,6,rail,3
62,42,61,air,2
57,15,78,air,4
21,37,73,air,3
52,62,131,air,5
12,8,103,rail,1
9,27,122,road,4
35,19,4,rail,5
12,41,84,air,4
13,65,129,air,5
38,67,144,rail,3
29,59,5,rail,5
8,41,103,road,2
10,50,97,rail,3
7,18,119,road,1
15,61,124,rail,3
61,35,96,road,4
21,32,115,road,1
31,48,123,rail,1
25,40,39,air,5
19,68,6,rail,5
7,3,121,air,5
40,0,48,rail,4
47,9,89,air,1
48,55,98,air,3
25,49,83,air,2
16,19,18,rail,3
9,37,102,air,4
52,30,85,air,4
25,50,31,air,4
30,19,9,road,4
28,67,95,road,2
63,70,56,air,5
1,47,10,road,5
42,1,41,air,4
8,65,89,road,3
32,2,20,road,4
51,30,26,air,3
59,42,9,rail,3
13,69,68,road,5
35,30,57,rail,4
33,5,31,road,5
51,19,63,road,5
16,40,144,air,5
45,46,125,road,5
65,25,119,road,3
32,6,112,road,5
33,50,111,road,4
51,26,141,rail,2
44,70,13,air,2
59,35,141,air,1
11,49,73,air,4
55,28,56,air,1
17,22,17,road,2
56,6,53,rail,3
64,25,89,air,2
29,9,11,road,5
37,52,115,road,1
7,4,90,road,1
42,38,106,road,3
60,67,98,road,3
49,4,51,rail,4
51,21,116,air,4
58,43,115,road,1
25,63,11,rail,2
30,53,14,rail,4
18,3,83,rail,1
26,43,116,road,3
12,13,44,air,5
29,38,6,air,3
52,32,148,road,1
15,60,43,road,5
54,49,27,road,2
23,69,40,rail,5
54,26,132,air,1
1,64,142,air,1
35,44,106,air,1
47,40,119,road,4
8,54,18,road,3
25,67,15,air,5
61,36,47,rail,5
20,25,87,rail,1
22,13,127,road,3
70,18,103,road,2
67,5,70,road,2
52,68,99,air,2
8,6,92,road,5
27,4,96,air,5
58,28,118,road,2
12,33,35,rail,4
52,37,5,road,3
21,67,136,road,3
69,4,128,rail,2
69,43,88,rail,3
7,47,141,rail,2
23,12,96,rail,1
60,15,134,air,5
5,35,97,road,4
37,0,132,rail,5
23,63,130,road,5
55,18,99,road,3
23,31,105,road,3
11,57,21,air,4
61,70,129,air,5
40,24,120,air,4
16,28,70,air,4
2,67,80,rail,4
45,38,140,rail,3
17,54,53,air,1
47,65,40,road,2
69,57,59,air,3
14,46,68,road,3
11,29,124,air,5
45,2,52,rail,1
25,39,93,road,3
50,30,58,rail,3
47,24,13,rail,2
55,13,73,road,1
36,15,108,road,1
18,11,133,road,5
32,8,52,road,1
27,22,55,road,4
1,48,35,air,5
35,45,111,road,5
58,52,3,air,1
16,33,97,rail,5
17,61,72,air,5
62,53,21,air,2
23,59,135,road,3
69,16,12,rail,5
63,50,126,air,5
45,54,53,rail,1
39,1,129,road,1
40,48,106,air,1
8,46,127,road,2
48,27,135,road,4
42,37,128,road,5
13,57,87,rail,2
53,58,46,air,1
70,52,125,rail,4
65,34,49,road,5
47,36,124,air,5
47,19,117,rail,1
67,2,47,air,5
70,60,84,road,1
4,22,36,rail,2
55,67,122,road,4
14,30,52,rail,1
56,46,75,rail,5
9,70,91,rail,3
60,61,146,rail,3
10,3,14,air,4
10,43,16,air,4
25,53,29,air,1
17,56,117,air,3
55,14,10,rail,5
9,42,79,road,3
20,50,20,rail,1
61,8,21,road,1
11,26,144,road,5
63,64,30,air,1
5,46,89,air,4
13,34,105,rail,5
10,0,13,road,1
9,10,121,road,3
23,15,22,rail,3
48,3,110,road,5
60,65,98,road,4
47,27,11,road,3
63,67,75,rail,3
58,29,61,air,3
33,49,86,road,3
18,45,28,rail,3
17,19,124,road,5
59,62,52,air,3
4,69,81,road,2
29,53,17,road,5
65,18,122,road,3
23,12,83,air,2
55,5,37,road,5
58,69,93,road,2
43,0,3,air,4
25,59,59,rail,1
27,67,119,road,5
48,0,57,rail,2
24,43,100,rail,5
51,30,58,rail,3
67,23,105,road,2
58,30,26,road,2
42,10,111,road,4
37,58,3,road,1
38,9,84,air,2
31,64,11,rail,2
38,1,129,rail,3
15,7,114,rail,4
14,37,95,rail,4
43,21,38,rail,5
43,46,106,air,4
0,24,30,rail,4
17,61,84,road,2
19,16,47,rail,1
55,17,65,air,3
12,70,7,air,1
22,39,136,rail,1
19,60,82,road,2
13,57,74,rail,1
55,56,100,air,2
16,28,103,air,4
59,44,70,air,1
43,5,112,rail,2
6,3,112,road,4
8,57,144,air,2
61,15,60,road,3
69,37,52,rail,4
34,58,105,road,5
26,38,88,road,3
0,26,120,rail,4
9,43,55,road,3
49,25,83,road,2
12,8,27,rail,1
6,51,135,rail,5
45,0,98,rail,2
52,53,147,rail,2
36,54,34,air,1
50,27,143,rail,2
20,64,95,rail,1
57,41,113,road,4
44,48,136,air,4
29,7,5,road,1
54,0,45,road,5
42,35,112,road,3
56,64,128,air,5
15,63,6,road,5
15,63,66,air,3
1,32,98,road,1
16,14,12,rail,3
62,31,150,air,5
69,13,40,rail,3
50,59,10,road,2
45,12,147,air,2
64,47,6,road,2
40,65,94,air,1
28,60,66,rail,5
31,51,95,road,3
17,28,30,road,1
20,5,52,road,2
31,59,1,road,1
36,26,149,rail,2
50,43,83,air,3
29,18,38,rail,1
50,70,1,air,1
50,26,50,air,4
61,3,22,rail,1
65,56,59,road,3
51,35,44,road,2
50,21,71,air,5
61,4,106,rail,2
24,57,21,rail,4
48,40,54,road,3
10,8,125,road,2
10,65,116,rail,2
39,21,110,road,5
14,15,50,air,3
23,20,145,rail,1
23,49,1,air,5
29,47,8,rail,1
54,15,42,rail,4
29,20,13,air,2
35,59,68,rail,2
61,12,61,rail,5
60,42,11,road,5
18,4,31,road,3
41,16,55,road,2
25,22,36,rail,5
63,39,123,rail,1
7,10,134,rail,1
13,58,106,road,5
41,14,145,road,2
56,15,54,rail,2
69,63,131,air,2
18,65,85,air,4
52,42,125,road,4
30,66,79,road,4
21,64,75,rail,4
50,48,88,air,3
16,43,140,rail,3
39,67,12,road,5
43,58,141,rail,5
13,10,39,rail,4
51,44,81,road,1
4,59,28,air,2
6,16,129,rail,4
62,52,134,rail,4
70,28,96,air,4
44,58,140,road,4
60,47,84,air,3
29,16,41,air,5
61,47,17,air,1
9,41,61,rail,3
47,37,137,rail,2
20,65,14,rail,3
16,51,106,road,5
8,65,4,air,4
5,26,17,air,5
32,12,90,road,1
27,49,41,air,1
65,17,87,rail,3
39,4,131,road,3
64,38,120,road,2
25,54,64,rail,3
29,30,81,rail,1
6,44,69,rail,2
38,18,15,air,1
67,44,108,road,1
37,9,26,rail,1
63,15,59,rail,4
44,45,63,air,2
55,2,129,rail,1
27,52,85,rail,5
54,19,59,rail,4
65,19,33,air,3
22,55,116,road,2
11,68,75,road,1
61,44,72,road,1
69,26,5,road,4
66,51,135,air,5
70,30,101,road,3
66,23,130,rail,2
29,63,17,road,3
65,63,41,rail,5
48,39,43,rail,1
21,2,77,road,1
57,1,28,rail,2
50,17,20,rail,3
62,20,120,rail,3
54,32,27,road,3
16,21,92,rail,2
12,40,81,rail,3
56,22,52,road,2
57,13,80,rail,2
40,26,7,road,4
26,3,120,rail,1
69,60,71,rail,3
43,54,26,rail,1
28,15,148,road,3
60,46,142,road,4
14,16,125,road,4
0,8,86,air,5
5,47,50,rail,3
3,16,135,rail,5
5,53,86,rail,2
1,53,28,rail,5
23,31,18,rail,4
66,41,32,road,5
60,48,67,air,3
26,44,3,air,2
12,51,87,rail,1
37,23,147,rail,3
57,55,125,air,5
31,66,58,air,1
40,12,80,rail,5
22,54,58,rail,3
6,66,80,air,4
10,27,66,road,1
15,23,44,rail,2
23,63,118,road,3
36,66,147,rail,3
46,25,84,road,1
32,8,36,rail,4
7,17,56,road,1
32,30,42,air,5
18,44,49,air,2
27,14,13,rail,1
18,23,75,rail,5
4,6,148,air,2
50,27,144,air,1
17,47,38,rail,5
69,10,113,road,1
56,8,91,rail,1
22,50,115,air,2
8,46,18,rail,3
48,27,58,air,1
38,28,42,road,2
56,50,76,rail,5
45,58,135,rail,4
12,18,130,rail,2
46,42,24,road,3
26,28,52,air,4
22,37,38,air,2
33,53,42,air,3
68,67,41,rail,5
70,58,35,air,2
57,10,30,rail,1
62,47,80,rail,4
63,55,93,road,4
22,64,132,rail,3
51,45,45,road,4
29,14,51,air,5
16,37,48,rail,5
39,61,137,rail,1
6,66,134,road,1
5,62,11,air,3
59,37,97,road,4
31,61,104,rail,1
29,0,114,road,5
11,64,119,air,3
17,59,139,air,4
68,2,16,road,5
29,37,137,air,3
63,25,141,road,2
68,27,97,road,4
41,60,12,rail,2
53,20,127,air,2
8,9,28,air,5
11,36,103,air,4
63,49,124,road,3
55,62,33,road,2
25,26,6,rail,1
34,43,10,air,5
40,7,6,road,4
58,55,34,rail,1
6,49,6,air,5
1,6,13,air,2
67,69,57,air,4
41,17,40,road,3
43,63,26,air,1
28,36,29,air,5
16,39,145,rail,2
70,25,91,air,3
69,65,42,road,5
25,3,138,road,2
66,34,36,road,1
12,37,119,road,1
4,59,65,rail,3
7,30,128,air,2
69,21,128,rail,1
34,39,30,rail,3
22,57,70,road,4
9,60,26,rail,1
47,25,46,rail,2
59,58,93,air,2
33,27,132,air,1
27,59,134,air,5
29,42,126,air,1
2,63,48,rail,5
29,59,44,air,4
53,66,98,air,2
18,61,16,air,1
5,28,32,rail,5
40,6,2,air,3
53,30,98,rail,1
46,70,117,road,3
31,64,76,road,4
70,56,1,air,3
30,1,86,air,3
27,48,115,air,5
59,54,19,air,5
54,48,54,rail,1
30,4,94,road,5
40,7,80,road,4
10,2,95,rail,3
26,57,48,rail,4
12,55,2,air,5
15,11,141,air,1
49,36,119,air,2
20,21,147,road,3
18,70,40,air,5
37,15,85,rail,1
25,62,10,road,2
26,11,49,air,5
46,32,4,rail,3
64,34,2,air,5
64,34,78,air,5
0,26,143,road,3
55,8,37,air,5
26,19,7,road,1
64,6,10,road,1
46,13,98,road,2
20,39,136,rail,5
56,61,150,rail,4
51,45,115,air,1
55,20,135,rail,1
40,4,117,road,1
20,30,26,rail,4
29,3,20,rail,4
31,19,57,air,4
34,40,6,air,5
4,9,98,rail,2
16,11,38,road,4
52,49,147,air,3
13,27,13,rail,2
14,39,120,air,1
58,60,69,road,1
3,15,75,road,5
70,29,62,rail,4
33,4,74,rail,5
42,27,81,rail,4
48,66,132,air,4
31,53,62,road,1
46,38,32,road,3
55,26,39,air,3
24,68,149,rail,3
48,37,16,road,3
49,30,70,air,4
67,59,43,road,1
50,15,39,road,3
39,17,55,rail,4
55,31,13,rail,3
16,46,123,road,2
58,29,97,air,4
36,42,103,air,3
34,53,49,air,1
46,2,92,rail,2
38,39,78,road,2
16,55,108,road,5
21,15,56,rail,5
34,60,111,air,1
57,10,69,road,2
13,45,95,road,5
39,13,136,air,1
15,28,2,rail,2
16,33,140,rail,1
40,62,147,road,5
54,9,74,rail,5
19,70,108,road,2
12,19,31,road,2
15,63,96,rail,4
57,8,51,road,2
34,19,1,rail,4
10,65,116,rail,5
12,51,10,road,5
45,19,66,rail,3
3,47,15,road,4
17,52,107,road,1
14,11,109,rail,4
21,35,121,road,4
46,47,64,rail,2
1,21,137,rail,2
2,63,125,air,4
9,45,134,road,2
37,46,106,rail,3
4,48,99,rail,4
34,63,69,air,3
69,61,50,air,5
26,24,43,road,4
36,20,27,air,2
0,36,54,road,4
9,22,92,road,4
64,21,40,road,1
17,23,4,rail,1
9,6,30,air,1
11,64,42,rail,1
37,25,150,rail,5
2,62,85,air,4
29,47,133,air,5
58,7,38,air,3
22,4,43,air,1
64,47,30,road,1
11,46,116,rail,3
37,47,82,air,3
48,18,7,air,4
23,51,79,rail,1
37,55,96,air,3
48,4,18,rail,3
37,14,40,air,4
0,10,44,road,3
44,3,71,road,1
40,2,48,rail,1
45,65,77,road,3
35,39,28,rail,4
9,4,43,rail,3
70,55,94,air,2
63,68,98,road,2
50,11,144,air,5
67,56,64,road,1
2,45,109,air,2
53,26,102,road,3
29,55,28,air,2
40,32,137,rail,3
6,19,71,road,1
57,4,30,rail,4
60,21,134,air,3
23,54,14,air,4
58,4,80,air,1
61,20,99,air,2
47,50,22,road,4
40,12,130,air,3
27,65,54,rail,3
27,70,20,rail,3
58,35,87,road,4
9,48,4,road,3
3,0,63,rail,2
52,49,148,road,3
30,54,99,rail,3
25,26,79,air,3
49,60,41,rail,1
24,21,146,air,2
8,58,145,road,5
10,46,61,air,2
10,4,81,air,2
46,30,31,road,3
15,0,118,air,1
17,51,11,air,2
50,13,139,air,4
2,69,23,rail,4
18,25,139,road,1
20,25,93,rail,3
55,18,141,rail,2
0,61,55,road,2
51,57,113,rail,2
13,42,42,air,3
25,15,132,air,2
21,54,95,road,3
64,52,115,road,4
57,26,19,air,3
2,11,34,road,2
31,54,95,rail,1
26,40,64,rail,3
20,21,10,road,3
5,69,140,air,5
57,45,82,road,4
35,56,59,rail,3
37,67,24,road,2
48,49,76,road,4
38,23,142,road,3
32,0,95,rail,1
51,53,40,air,3
16,5,104,rail,1
35,3,45,air,2
17,62,13,air,2
49,63,40,rail,3
45,23,96,road,4
8,1,2,rail,3
40,45,131,road,4
44,10,43,rail,2
15,38,32,road,5
11,63,47,rail,3
9,59,9,rail,5
24,13,141,air,1
26,30,48,air,1
25,14,134,road,1
46,57,30,rail,2
57,51,58,air,4
30,60,124,road,1
65,33,88,air,1
5,53,25,road,1
35,51,74,rail,5
67,66,27,air,2
7,17,68,road,5
46,43,131,air,5
53,67,9,air,3
47,69,7,rail,5
43,5,139,air,4
67,38,109,air,4
12,54,2,air,5
67,14,99,air,5
36,8,29,rail,3
22,34,149,air,5
12,20,131,road,3
62,57,148,rail,3
9,47,140,rail,5
44,1,84,air,3
41,17,51,road,2
22,58,24,road,3
57,47,31,air,3
34,15,74,rail,2
10,26,36,road,4
56,23,93,road,3
5,62,90,air,5
14,64,72,air,5
28,15,105,road,3
4,37,86,rail,4
33,6,2,rail,1
15,21,82,road,4
1,16,8,road,2
47,8,41,air,1
42,61,17,air,5
68,25,48,road,4
6,22,26,rail,1
68,17,133,road,5
45,11,20,road,2
48,49,111,road,2
56,47,75,road,2
32,7,63,road,1
49,29,95,rail,2
47,4,59,air,2
31,57,52,air,3
55,1,11,rail,4
49,20,59,air,1
0,62,49,road,5
63,46,1,road,5
56,1,28,rail,5
20,25,146,rail,5
33,53,59,road,5
25,63,30,air,4
15,49,146,air,2
23,27,13,rail,4
50,2,144,rail,1
27,46,137,air,2
41,58,66,air,5
26,1,56,rail,4
4,29,82,air,2
11,64,94,rail,2
46,16,60,air,5
6,57,9,air,3
31,46,142,road,2
56,62,124,air,1
38,41,120,rail,5
26,32,38,road,3
5,7,108,air,1
49,1,104,road,5
23,70,143,road,4
11,44,99,road,3
69,3,125,air,3
26,41,17,rail,5
51,42,53,road,4
61,9,140,rail,3
4,27,125,rail,3
49,15,55,road,2
57,58,143,rail,4
59,22,56,road,5
41,25,39,rail,2
1,2,42,road,1
2,38,129,road,1
36,31,20,air,5
62,7,48,road,4
28,64,28,road,1
57,45,22,road,5
30,19,64,air,2
48,41,36,road,3
65,2,128,rail,1
67,31,99,road,4
16,17,17,rail,4
65,12,59,road,3
1,47,43,rail,1
23,40,84,rail,4
7,60,40,air,2
26,49,139,air,1
48,50,22,rail,3
60,45,123,rail,4
7,35,95,road,2
69,3,10,rail,2
4,52,58,air,5
31,63,32,air,2
46,16,146,air,3
8,34,101,rail,5
52,66,74,rail,5
29,9,60,rail,3
65,4,40,air,5
27,40,86,air,5
29,11,92,air,2
49,20,85,rail,5
53,20,68,air,4
45,61,100,road,2
19,1,62,air,1
16,55,47,air,5
24,34,131,air,2
24,19,73,air,2
51,57,111,rail,1
37,40,134,rail,3
19,31,72,rail,5
28,13,94,rail,4
61,42,98,rail,3
49,30,105,air,2
64,15,63,road,4
26,14,84,road,5
41,61,55,air,3
68,23,102,rail,3
64,34,69,rail,5
24,7,4,rail,5
10,52,54,road,1
56,49,150,air,4
70,9,103,air,5
10,17,119,road,3
68,35,66,rail,3
3,31,103,rail,1
59,60,29,rail,4
17,40,5,road,3
56,37,121,rail,4
58,67,143,rail,5
47,65,53,rail,5
38,7,73,road,2
21,51,85,air,2
16,67,4,road,1
56,20,15,rail,1
30,33,71,air,2
18,66,40,road,5
55,24,94,air,4
33,44,84,air,3
59,47,126,road,4
29,24,82,road,3
27,57,70,road,2
37,1,18,road,2
23,30,120,rail,2
52,31,82,rail,2
65,63,145,rail,1
28,37,58,air,1
2,29,45,rail,3
30,51,119,air,3
60,33,76,road,2
66,31,6,rail,1
21,41,48,road,4
50,62,70,road,2
26,57,78,rail,5
14,25,146,rail,4
3,56,32,road,4
36,61,130,rail,3
10,18,7,rail,4
53,51,119,rail,4
17,4,74,rail,1
22,37,121,road,3
12,8,24,rail,5
0,64,2,rail,1
0,31,42,rail,2
17,28,121,air,3
50,35,106,road,2
18,48,76,air,2
20,61,139,air,2
18,38,31,road,4
6,47,29,air,5
62,38,136,air,1
28,7,134,air,1
64,54,58,air,3
3,16,29,road,5
42,68,28,rail,1
69,62,120,air,2
5,70,51,air,5
15,21,12,air,1
12,8,105,road,4
32,57,25,air,2
12,21,21,rail,5
51,62,25,road,4
26,3,142,rail,1
48,61,51,air,2
5,61,145,air,1
37,41,87,rail,1
13,20,60,rail,4
28,3,40,rail,1
68,52,32,air,3
70,30,71,air,2
37,67,23,rail,3
27,25,138,road,3
8,64,36,rail,1
69,10,16,rail,5
35,3,29,road,2
53,28,109,rail,1
17,22,13,road,2
24,61,100,road,2
50,27,48,road,3
60,57,5,road,5
65,45,54,road,1
17,46,114,air,3
8,45,25,road,4
46,42,7,rail,5
32,23,95,air,5
47,40,42,air,2
16,9,126,road,3
27,51,13,rail,1
37,17,10,rail,5
9,55,74,rail,2
61,32,84,road,1
9,69,109,rail,4
24,25,63,rail,2
20,53,25,rail,5
53,26,94,road,2
66,67,59,air,2
33,70,47,rail,2
70,57,21,air,4
13,25,93,air,4
28,13,94,air,3
35,49,49,air,4
30,69,82,air,1
57,54,87,rail,5
54,61,122,rail,4
62,7,83,air,2
24,37,50,air,5
0,21,113,rail,1
51,42,127,road,1
10,43,121,air,1
28,63,88,road,2
4,63,59,road,2
41,35,31,road,3
19,61,8,road,5
19,2,142,rail,2
59,45,39,air,5
21,57,10,rail,4
41,55,150,road,2
13,48,97,air,3
17,55,107,road,1
26,33,28,road,2
12,30,29,rail,4
1,4,40,rail,2
19,7,56,rail,1
1,37,99,rail,5
13,33,34,air,3
64,7,113,rail,5
51,29,48,air,4
6,45,149,rail,5
23,9,49,rail,1
38,58,117,air,1
14,9,85,air,4
7,54,145,air,4
33,39,71,air,1
16,62,6,air,4
50,18,136,road,5
53,66,123,air,2
52,16,101,rail,3
46,4,147,air,3
8,41,2,rail,5
62,13,144,air,4
38,34,72,air,5
55,51,80,road,2
68,24,129,air,4
56,18,107,air,1
47,46,131,air,2
15,6,107,air,1
28,61,118,rail,5
66,60,9,air,1
53,67,19,road,3
59,50,5,air,5
45,68,69,rail,1
65,38,66,rail,3
66,63,97,rail,3
26,62,2,air,1
43,58,107,rail,2
29,5,27,air,1
48,63,65,rail,5
63,38,120,rail,4
53,22,38,rail,4
47,7,145,air,3
6,22,142,air,5
24,12,58,rail,1
29,0,109,road,4
49,9,149,road,4
36,23,8,air,2
2,20,115,rail,4
70,42,9,rail,2
15,19,70,air,4
22,62,104,rail,2
57,24,110,road,3
51,46,32,road,2
69,41,19,rail,3
68,20,77,road,2
24,45,56,road,2
64,3,69,road,1
26,33,144,air,1
62,9,112,road,3
58,35,146,road,1
53,65,119,rail,3
15,42,51,road,3
57,60,48,air,3
26,70,98,air,2
45,38,66,road,2
22,24,143,rail,5
20,66,61,rail,2
57,1,62,road,5
43,9,5,air,1
9,46,29,road,2
26,16,91,air,4
10,28,50,road,2
51,3,77,road,2
19,52,48,air,2
49,40,74,rail,4
62,57,17,air,4
0,14,22,rail,5
66,42,64,rail,4
36,39,93,road,3
28,17,7,rail,2
33,35,47,road,2
41,38,70,air,5
17,50,5,road,2
38,59,137,air,5
54,6,62,rail,4
16,67,38,road,1
12,35,92,rail,5
18,5,75,air,5
15,53,111,air,3
10,55,143,air,5
1,70,119,road,4
25,55,63,rail,2
42,65,142,air,2
63,67,33,air,4
15,11,27,air,1
38,29,62,rail,2
31,58,64,rail,1
34,55,58,air,1
15,60,86,road,5
40,36,37,road,4
44,23,71,road,5
41,23,118,rail,3
23,34,58,air,1
12,11,68,road,4
9,65,40,rail,5
20,1,33,road,4
21,40,100,road,5
40,22,21,air,1
26,5,98,rail,4
68,41,108,rail,2
67,61,65,rail,3
27,70,17,air,5
36,53,136,air,2
43,14,148,rail,4
15,61,120,rail,3
20,31,126,air,3
59,47,78,air,5
61,28,120,road,2
32,9,19,air,1
57,12,29,rail,1
28,2,2,air,4
49,70,20,rail,3
5,47,108,air,4
60,19,54,air,2
25,35,99,rail,1
8,21,30,road,2
18,12,102,road,3
44,18,121,air,5
48,43,10,air,1
0,55,88,rail,4
56,1,130,air,1
40,17,119,rail,3
18,50,139,rail,4
48,9,5,rail,1
39,9,92,road,3
29,52,124,air,1
39,5,4,road,5
50,65,17,air,2
7,14,131,rail,3
52,39,7,air,2
8,48,51,road,3
34,31,29,air,1
20,18,73,road,4
7,57,48,road,2
0,36,12,rail,1
57,4,110,rail,1
46,12,48,rail,2
29,66,80,air,1
32,20,112,rail,2
60,18,63,rail,2
29,26,148,air,2
33,65,31,rail,1
1,5,18,air,3
62,25,28,rail,3
50,67,42,air,3
67,26,11,road,4
0,61,46,rail,2
38,10,85,road,4
1,46,97,air,5
53,68,148,rail,1
33,9,22,rail,1
40,62,73,road,3
38,31,15,air,1
53,11,2,air,5
64,61,60,rail,2
66,4,41,air,2
22,40,89,road,4
53,4,33,rail,3
16,63,84,road,1
30,68,108,road,4
29,70,135,rail,2
44,31,74,rail,3
34,52,17,air,2
29,28,120,road,4
27,66,122,road,5
43,5,125,rail,4
17,27,70,air,1
10,11,87,road,1
38,40,49,rail,2
15,6,90,air,1
53,37,23,air,5
54,29,143,rail,1
18,24,119,road,3
65,43,131,air,1
4,30,23,road,4
3,66,71,air,4
61,9,64,road,2
38,37,41,road,1
55,4,45,road,2
54,21,4,air,2
38,5,6,air,3
52,64,125,road,2
61,35,39,rail,3
10,60,121,air,4
13,42,39,road,1
43,5,37,road,1
10,8,35,air,1
37,7,35,rail,2
38,62,96,road,4
50,17,37,road,3
58,50,4,air,1
25,51,128,road,4
48,2,132,rail,3
52,20,56,rail,3
25,31,78,road,5
68,32,130,rail,2
60,38,142,road,1
26,54,149,road,3
36,23,134,air,5
43,12,14,road,3
41,34,23,air,3
52,36,17,rail,1
15,11,48,air,3
65,35,124,rail,2
10,0,120,air,1
